Session,Type,Title,Speaker,Institute,Country,Raw_Speaker_Data
Electromagnetic probes,parallel,Beam energy dependence of dielectron production in Au+Au collisions from STAR at RHIC,"Huck, Patrick",LBNL/CCNU,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Patrick', 'last_name': 'Huck', 'fullName': 'Huck, Patrick', 'id': '1729193', 'affiliation': 'LBNL/CCNU', 'emailHash': '1f9603dd0488410bd5d2a0693765f66f', 'db_id': 1729193, 'person_id': 1868236}"
Heavy flavor,parallel,Recent STAR measurements of $J/\psi$ production from Beam Energy Scan and U$+$U collisions,"Zha, Wangmei",USTC/BNL,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Wangmei', 'last_name': 'Zha', 'fullName': 'Zha, Wangmei', 'id': '1729200', 'affiliation': 'USTC/BNL', 'emailHash': '6ddbd8df1526daddeb2a40eb0325d8bb', 'db_id': 1729200, 'person_id': 1868240}"
Collective dynamics,parallel,"Elliptic flow of light nuclei and identified hadrons, their centrality and energy dependence in STAR","Haque, Md. Rihan",V,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Md. Rihan', 'last_name': 'Haque', 'fullName': 'Haque, Md. Rihan', 'id': '1729210', 'affiliation': 'V', 'emailHash': 'd03e1258f82fd34fc0766d5a0e8cf449', 'db_id': 1729210, 'person_id': 1868246}"
QCD phase diagram,parallel,$\Lambda$($K_{S}^{0}$)-$h^{\pm}$ azimuthal correlations with respect to event plane and searches for chiral magnetic and vortical effects,"Zhao, Feng","University of California, Los Angeles",USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Feng', 'last_name': 'Zhao', 'fullName': 'Zhao, Feng', 'id': '1729217', 'affiliation': 'University of California, Los Angeles', 'emailHash': 'd87a8d530d800238d86c13eeb1b633fe', 'db_id': 1729217, 'person_id': 1868252}"
Initial state physics,parallel,Dijets in p+Pb collisions and their quantitative constraints for nuclear PDFs,"Paukkunen, Hannu",University of Jyväskylä,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Hannu', 'last_name': 'Paukkunen', 'fullName': 'Paukkunen, Hannu', 'id': '1729228', 'affiliation': 'University of Jyväskylä', 'emailHash': 'f7238c48d77fa2710f4aa41bf9024e48', 'db_id': 1729228, 'person_id': 1867555}"
Collective dynamics,parallel,Collective flow in small systems,"Bozek, Piotr",AGH University of Science and Technology,Poland,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Piotr', 'last_name': 'Bozek', 'fullName': 'Bozek, Piotr', 'id': '1729231', 'affiliation': '', 'emailHash': '31f8e284f7bc6b2809145f28b598aec4', 'db_id': 1729231, 'person_id': 1868261}"
Heavy flavor,parallel,Heavy-flavour production as a function of multiplicity in pp and p-Pb collisions,"Russo, Riccardo",Universita e INFN (IT),Italy,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Riccardo', 'last_name': 'Russo', 'fullName': 'Russo, Riccardo', 'id': '1729246', 'affiliation': 'Universita e INFN (IT)', 'emailHash': 'f69527d60fddf93b0229cf87a37b966d', 'db_id': 1729246, 'person_id': 1868270}"
Correlations and fluctuations,parallel,Azimuthal anisotropy of charged particles from multiparticle correlations in pPb and PbPb collisions with CMS,"Wang, Quan",University of Kansas (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Quan', 'last_name': 'Wang', 'fullName': 'Wang, Quan', 'id': '1729276', 'affiliation': 'University of Kansas (US)', 'emailHash': '96165394c2c758b67ede6b2bc92f057d', 'db_id': 1729276, 'person_id': 1868287}"
Correlations and fluctuations,parallel,Pseudorapidity dependence of near-side and away-side long-range correlations in pPb collisions with CMS,"Xu, Lingshan",Purdue University (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Lingshan', 'last_name': 'Xu', 'fullName': 'Xu, Lingshan', 'id': '1729277', 'affiliation': 'Purdue University (US)', 'emailHash': '5483605ab3f182bb729d1c1909a3a869', 'db_id': 1729277, 'person_id': 1868288}"
Jets,parallel,Jet (de)coherence in Pb-Pb collisions at the LHC,"Tywoniuk, Konrad",Universitat de Barcelona,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Konrad', 'last_name': 'Tywoniuk', 'fullName': 'Tywoniuk, Konrad', 'id': '1729310', 'affiliation': 'Universitat de Barcelona', 'emailHash': 'f59c066c18caadde4f688b6b03d182ae', 'db_id': 1729310, 'person_id': 1868107}"
Correlations and fluctuations,parallel,"Studies of two-particle correlations with identified $\pi^0$, $K^0_s$ and Lambdas in pPb and PbPb collisions with CMS","Sharma, Monika",Vanderbilt University (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Monika', 'last_name': 'Sharma', 'fullName': 'Sharma, Monika', 'id': '1729279', 'affiliation': 'Vanderbilt University (US)', 'emailHash': 'c54de62e260d2288b72de78a3f7f1c08', 'db_id': 1729279, 'person_id': 1868290}"
Heavy flavor,parallel,Correlations and higher-order flow: new heavy-quark observables in relation to the bulk dynamics,"Nahrgang, Marlene",Duke University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Marlene', 'last_name': 'Nahrgang', 'fullName': 'Nahrgang, Marlene', 'id': '1729293', 'affiliation': '', 'emailHash': '4751b9ae0f461a7314fe14eb52013856', 'db_id': 1729293, 'person_id': 1867762}"
Correlations and fluctuations,parallel,Femtoscopic pair correlations of mesons and baryons at RHIC and LHC  from hydrokinetic model,"Sinyukov, Yuri",Bogolyubov Institute for Theoretical Physics,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yuri', 'last_name': 'Sinyukov', 'fullName': 'Sinyukov, Yuri', 'id': '1729297', 'affiliation': 'Bogolyubov Institute for Theoretical Physics', 'emailHash': '8ff427a60e30cee3452939b13061200b', 'db_id': 1729297, 'person_id': 1868300}"
QCD phase diagram,parallel,Determination of freeze-out conditions from fluctuation observables measured at RHIC,"Bluhm, Marcus",North Carolina State University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Marcus', 'last_name': 'Bluhm', 'fullName': 'Bluhm, Marcus', 'id': '1729303', 'affiliation': 'North Carolina State University', 'emailHash': 'dc5db70727484b8566194e326570c192', 'db_id': 1729303, 'person_id': 1868303}"
QCD phase diagram,parallel,Freeze-out conditions from fluctuations of conserved charges: lattice meets experiment,"Ratti, Claudia",University of Houston,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Claudia', 'last_name': 'Ratti', 'fullName': 'Ratti, Claudia', 'id': '1729331', 'affiliation': '', 'emailHash': '7cdd70549c21b55c89e9f1c9699913d0', 'db_id': 1729331, 'person_id': 1868307}"
QCD phase diagram,parallel,Effects of magnetic fields on the quark-gluon plasma,"Endrodi, Gergely",U,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Gergely', 'last_name': 'Endrodi', 'fullName': 'Endrodi, Gergely', 'id': '1729337', 'affiliation': 'U', 'emailHash': 'ce7a1f6478dc7fa9a989e8d0d119649b', 'db_id': 1729337, 'person_id': 1868324}"
Correlations and fluctuations,parallel,Measuring and interpreting charge dependent anisotropic flow as a function of the event charge asymmetry,"Voloshin, Sergei",Wayne State University,United States,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Sergei', 'last_name': 'Voloshin', 'fullName': 'Voloshin, Sergei', 'id': '1729354', 'affiliation': 'Wayne State University', 'emailHash': 'eec6a8657db97786a13d5683c0e81473', 'db_id': 1729354, 'person_id': 1868335}"
Heavy flavor,parallel,Elastic and radiative heavy quark energy loss within a transport model,"Uphoff, Jan",Goethe University Frankfurt,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jan', 'last_name': 'Uphoff', 'fullName': 'Uphoff, Jan', 'id': '1729367', 'affiliation': 'Goethe University Frankfurt', 'emailHash': '32efcf9845abf12e671e641c4e5fecf9', 'db_id': 1729367, 'person_id': 1867540}"
Heavy flavor,parallel,Free energy versus internal energy potential for heavy quark systems at finite temperature,"Song, Taesoo",Frankfurt Institute of Advanced Studies,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Taesoo', 'last_name': 'Song', 'fullName': 'Song, Taesoo', 'id': '1729370', 'affiliation': 'Frankfurt Institute of Advanced Studies', 'emailHash': 'b022404c4061e878631f015962651aea', 'db_id': 1729370, 'person_id': 1867839}"
Correlations and fluctuations,parallel,What the collective flow excitation function can tell about the quark-gluon plasma,"Auvinen, Jussi",Frankfurt Institute for Advanced Studies,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jussi', 'last_name': 'Auvinen', 'fullName': 'Auvinen, Jussi', 'id': '1729376', 'affiliation': 'Frankfurt Institute for Advanced Studies', 'emailHash': '3314898d21db639341b12e3ab22aa1c6', 'db_id': 1729376, 'person_id': 1868343}"
Electromagnetic probes,parallel,Probing the non-equilibrium dynamics of hot and dense QCD with dileptons,"Vujanovic, Gojko",McGill University,United States,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Gojko', 'last_name': 'Vujanovic', 'fullName': 'Vujanovic, Gojko', 'id': '1729379', 'affiliation': 'McGill University', 'emailHash': 'ff76dda597a309801c97696191934d19', 'db_id': 1729379, 'person_id': 1868344}"
Jets,parallel,Jet fragmentation in lead-lead collisions at 2.76 TeV using the ATLAS detector at LHC,"Spousta, Martin",Columbia University and Charles University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Martin', 'last_name': 'Spousta', 'fullName': 'Spousta, Martin', 'id': '1729390', 'affiliation': 'Columbia University and Charles University', 'emailHash': '5a941a99be92c66d16d5afd0a19d03d6', 'db_id': 1729390, 'person_id': 1868348}"
Jets,parallel,Angular correlations of jets in lead-lead collisions at 2.76 TeV using the ATLAS detector at LHC,"Rybar, Martin",Charles University (CZ),United States,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Martin', 'last_name': 'Rybar', 'fullName': 'Rybar, Martin', 'id': '1729406', 'affiliation': 'Charles University (CZ)', 'emailHash': 'b3e6c12fabc90ce0a37121aa6f8b6912', 'db_id': 1729406, 'person_id': 1868354}"
Jets,parallel,Centrality and rapidity dependence of inclusive jet production in p+Pb collisions at 5.02 TeV with the ATLAS detector,"Perepelitsa, Dennis Vadimovich",Brookhaven National Laboratory (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Dennis Vadimovich', 'last_name': 'Perepelitsa', 'fullName': 'Perepelitsa, Dennis Vadimovich', 'id': '1729414', 'affiliation': 'Brookhaven National Laboratory (US)', 'emailHash': '05b83b006d2a82b1427598a90d8b4548', 'db_id': 1729414, 'person_id': 1868359}"
QCD phase diagram,parallel,Multiplicity fluctuation from hydrodynamic noise,"Hirano, Tetsufumi",Sophia Univ,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Tetsufumi', 'last_name': 'Hirano', 'fullName': 'Hirano, Tetsufumi', 'id': '1729419', 'affiliation': 'Sophia Univ', 'emailHash': 'd8477a1b591ffa2b87b9f7c1fa432092', 'db_id': 1729419, 'person_id': 1867518}"
Heavy flavor,parallel,J/$\psi$ production in Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 2.76 TeV,"Book, Julian",Johann-Wolfgang-Goethe Univ. (DE),Germany,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Julian', 'last_name': 'Book', 'fullName': 'Book, Julian', 'id': '1729423', 'affiliation': 'Johann-Wolfgang-Goethe Univ. (DE)', 'emailHash': '0ed113522480cb05657a250c7ff19a09', 'db_id': 1729423, 'person_id': 1868364}"
Electromagnetic probes,parallel,The QCD phase diagram in the region of moderate temperature and high baryon density: study of dimuon production in the 20-160 AGeV interval at the CERN SPS,"Usai, Gianluca",Universita e INFN (IT),Italy,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Gianluca', 'last_name': 'Usai', 'fullName': 'Usai, Gianluca', 'id': '1729445', 'affiliation': 'Universita e INFN (IT)', 'emailHash': '241ca76612b9689badf72eb36c50c626', 'db_id': 1729445, 'person_id': 1868375}"
Jets,parallel,Jet propagation within a Linearized Boltzmann Transport Model,"Luo, Tan",Central China Normal University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Tan', 'last_name': 'Luo', 'fullName': 'Luo, Tan', 'id': '1729540', 'affiliation': 'Central China Normal University', 'emailHash': '3168802267527710a2599e949d04d38d', 'db_id': 1729540, 'person_id': 1868424}"
Heavy flavor,parallel,Hot and dense quark matter at large number of colors and flavors,"Kajantie, Keijo",Helsinki Institute of Physics,FI,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Keijo', 'last_name': 'Kajantie', 'fullName': 'Kajantie, Keijo', 'id': '1729491', 'affiliation': 'Helsinki Institute of Physics', 'emailHash': '93d6f7540b6d2288e85a2ad834f383ae', 'db_id': 1729491, 'person_id': 1868402}"
Heavy flavor,parallel,Charmonium suppression in a hot medium: melting vs absorption,"Kopeliovich, Boris",UTFSM,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Boris', 'last_name': 'Kopeliovich', 'fullName': 'Kopeliovich, Boris', 'id': '1729492', 'affiliation': 'UTFSM', 'emailHash': '9ff08cb901f90c144fe01711c0ee69e9', 'db_id': 1729492, 'person_id': 1868403}"
Jets,parallel,Qualitative extraction of qhat from combined jet quenching at RHIC and LHC,"Wang, Xin-Nian",Central China Normal University/Lawrence Berkeley National Lab,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Xin-Nian', 'last_name': 'Wang', 'fullName': 'Wang, Xin-Nian', 'id': '1729508', 'affiliation': 'Central China Normal University/Lawrence Berkeley National Lab', 'emailHash': 'f6585e982442d97782f38b7bebbc23fc', 'db_id': 1729508, 'person_id': 1867562}"
Heavy flavor,parallel,"Heavy-flavor evolution in QGP and hadron gas: suppression, flow and angular de-correlation","Cao, Shanshan",Duke University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Shanshan', 'last_name': 'Cao', 'fullName': 'Cao, Shanshan', 'id': '1729511', 'affiliation': 'Duke University', 'emailHash': '6e4a97d998abc5d6489c559dc20860af', 'db_id': 1729511, 'person_id': 1868413}"
Electromagnetic probes,parallel,Critical enhancement of thermal photons,"Rapp, Ralf",Texas A&M University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ralf', 'last_name': 'Rapp', 'fullName': 'Rapp, Ralf', 'id': '1729524', 'affiliation': 'Texas A&M University', 'emailHash': '3446e829ed9ec2e749c8cc71307143eb', 'db_id': 1729524, 'person_id': 1867892}"
Collective dynamics,parallel,Viscous hydrodynamics for systems undergoing strongly anisotropic expansion,"Heinz, Ulrich",The Ohio State University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ulrich', 'last_name': 'Heinz', 'fullName': 'Heinz, Ulrich', 'id': '1729552', 'affiliation': 'The Ohio State University', 'emailHash': '602d974434483929bd8fae6487d9c5f2', 'db_id': 1729552, 'person_id': 1867568}"
Initial state physics,parallel,Higher harmonics from intrinsic multi-particle production,"Dusling, Kevin",Physical Review Letters,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Kevin', 'last_name': 'Dusling', 'fullName': 'Dusling, Kevin', 'id': '1729576', 'affiliation': '', 'emailHash': '1ded18c55cd1c3f5105b7f09a1ea56d1', 'db_id': 1729576, 'person_id': 1868447}"
Jets,parallel,Production of strange particles in charged jets and underlying event in p--Pb and Pb--Pb collisions with ALICE,"Zhang, Xiaoming",Lawrence Berkeley National Lab. (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Xiaoming', 'last_name': 'Zhang', 'fullName': 'Zhang, Xiaoming', 'id': '1729580', 'affiliation': 'Lawrence Berkeley National Lab. (US)', 'emailHash': '65e1fc45298e0cda46bd60bc694d4482', 'db_id': 1729580, 'person_id': 1867527}"
Electromagnetic probes,parallel,Measurements of vector boson production in lead-lead and proton-lead collisions with the ATLAS detector,"Grabowska-Bold, Iwona",AGH University of Science and  Technology (PL),Poland,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Iwona', 'last_name': 'Grabowska-Bold', 'fullName': 'Grabowska-Bold, Iwona', 'id': '1729597', 'affiliation': 'AGH University of Science and  Technology (PL)', 'emailHash': 'd6c60f560a8c55f131facda14403a8e7', 'db_id': 1729597, 'person_id': 1868456}"
Correlations and fluctuations,parallel,New universal parametrization of initial-state fluctuations and its application to event-by-event anisotropy,"Yan, Li",CNRS,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Li', 'last_name': 'Yan', 'fullName': 'Yan, Li', 'id': '1729602', 'affiliation': '', 'emailHash': '995d08201cdc49cbb8230bea56fea991', 'db_id': 1729602, 'person_id': 1868345}"
Heavy flavor,parallel,Z Boson Production in p+Pb Collisions measured by the ATLAS Experiment,"Citron, Zvi",Weizmann Institute of Science (IL),IL,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Zvi', 'last_name': 'Citron', 'fullName': 'Citron, Zvi', 'id': '1729637', 'affiliation': 'Weizmann Institute of Science (IL)', 'emailHash': '4eaa956d20587d785ed14fe911d73c60', 'db_id': 1729637, 'person_id': 1867583}"
Initial state physics,parallel,Flow measurements and selection of body-body and tip-tip enhanced samples in U+U collisions at STAR,"Wang, Hui",Brookhaven National Lab,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Hui', 'last_name': 'Wang', 'fullName': 'Wang, Hui', 'id': '1729626', 'affiliation': 'Brookhaven National Lab', 'emailHash': '591022f0f4234b738b33888dc0b57da1', 'db_id': 1729626, 'person_id': 1868471}"
Collective dynamics,parallel,Factorization breakdown of two-particle correlations and flow phenomena in pPb and PbPb collisions with CMS,"Devetak, Damir",University of Belgrade (RS),RS,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Damir', 'last_name': 'Devetak', 'fullName': 'Devetak, Damir', 'id': '1729629', 'affiliation': 'University of Belgrade (RS)', 'emailHash': 'b915842daa6db4b898a972eabaf33785', 'db_id': 1729629, 'person_id': 1868473}"
Collective dynamics,parallel,Elucidating the event-shape fluctuations via flow correlations and jet tomography studies in 2.76 TeV Pb+Pb collisions using the ATLAS detector,"Mohapatra, Soumya",State University of New York (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Soumya', 'last_name': 'Mohapatra', 'fullName': 'Mohapatra, Soumya', 'id': '1729630', 'affiliation': 'State University of New York (US)', 'emailHash': '098f3c097bb6400e64dd2de0d2eee4aa', 'db_id': 1729630, 'person_id': 1868474}"
Collective dynamics,parallel,Measurement of the centrality dependence of the charged particle pseudorapidity distribution in proton-lead collisions at $\sqrt{s_{NN}}$ = 5.02 TeV with the ATLAS detector,"Debbe Velasco, Ramiro Rolando",Brookhaven National Laboratory (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ramiro Rolando', 'last_name': 'Debbe Velasco', 'fullName': 'Debbe Velasco, Ramiro Rolando', 'id': '1729632', 'affiliation': 'Brookhaven National Laboratory (US)', 'emailHash': '7d42e0b56efc5449bd8f4a40778f03eb', 'db_id': 1729632, 'person_id': 1868475}"
Jets,parallel,Renormalization of the jet-quenching parameter,"mehtar-tani, yacine",IPhT CEA/Saclay,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'yacine', 'last_name': 'mehtar-tani', 'fullName': 'mehtar-tani, yacine', 'id': '1729640', 'affiliation': 'IPhT CEA/Saclay', 'emailHash': 'e6575ce1c96c0e4eacc3680f5fde0866', 'db_id': 1729640, 'person_id': 1867596}"
Jets,parallel,Neutral meson production in pp and Pb-Pb collisions measured by ALICE at LHC,"Marin, Ana",GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),Germany,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ana', 'last_name': 'Marin', 'fullName': 'Marin, Ana', 'id': '1729656', 'affiliation': 'GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE)', 'emailHash': '506d58ec66f828efb3ae7110dbd7e950', 'db_id': 1729656, 'person_id': 1868484}"
Electromagnetic probes,parallel,Direct-photon spectra and flow in Pb-Pb collisions at the LHC measured with the ALICE experiment,"Bock, Friederike",Ruprecht-Karls-Universitaet Heidelberg (DE),Germany,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Friederike', 'last_name': 'Bock', 'fullName': 'Bock, Friederike', 'id': '1729657', 'affiliation': 'Ruprecht-Karls-Universitaet Heidelberg (DE)', 'emailHash': '169e9eec9a35a4cbb8ea780cf3490d44', 'db_id': 1729657, 'person_id': 1868485}"
Correlations and fluctuations,parallel,Signatures of collective behavior in small systems,"Kozlov, Igor",McGill University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Igor', 'last_name': 'Kozlov', 'fullName': 'Kozlov, Igor', 'id': '1729674', 'affiliation': 'McGill University', 'emailHash': '0bc9355ba7b9b49d902a957aa010f2fc', 'db_id': 1729674, 'person_id': 1868500}"
Electromagnetic probes,parallel,Soft photon production from real-time dynamics of jet fragmentation,"Loshaj, Frasher",Stony Brook University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Frasher', 'last_name': 'Loshaj', 'fullName': 'Loshaj, Frasher', 'id': '1729688', 'affiliation': 'Stony Brook University', 'emailHash': '80754bded9ed851eb2625d6cb2f44a6c', 'db_id': 1729688, 'person_id': 1868507}"
New theoretical developments,parallel,Collisions in AdS: the road to experiments,"van der Schee, Wilke",Utrecht University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Wilke', 'last_name': 'van der Schee', 'fullName': 'van der Schee, Wilke', 'id': '1729692', 'affiliation': 'Utrecht University', 'emailHash': 'a615721e370f1c930e959057414f61ba', 'db_id': 1729692, 'person_id': 1868510}"
Approach to equilibrium,parallel,Turbulent thermalization process in heavy-ion collisions at ultrarelativistic energies,"Schlichting, Sören",Brookhaven National Lab,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Sören', 'last_name': 'Schlichting', 'fullName': 'Schlichting, Sören', 'id': '1729705', 'affiliation': 'Brookhaven National Lab', 'emailHash': '2df846371aa4de69b3cac2067b108d08', 'db_id': 1729705, 'person_id': 1868327}"
Heavy flavor,parallel,Open beauty measurements in pPb collisions with CMS,"Kim, Hyunchul",Korea University (KR),KR,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Hyunchul', 'last_name': 'Kim', 'fullName': 'Kim, Hyunchul', 'id': '1729766', 'affiliation': 'Korea University (KR)', 'emailHash': '3aa4e6d1c5d93295718bf84d51da4209', 'db_id': 1729766, 'person_id': 1868538}"
Electromagnetic probes,parallel,"Z and W production in pp, pPb and PbPb collisions with CMS","Zsigmond, Anna","Wigner RCP, Budapest (HU)",Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Anna', 'last_name': 'Zsigmond', 'fullName': 'Zsigmond, Anna', 'id': '1729780', 'affiliation': 'Wigner RCP, Budapest (HU)', 'emailHash': 'f738925f26b6d5692db114968ba181b3', 'db_id': 1729780, 'person_id': 1868545}"
